chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
20	24970000	24980000	20	25380000	25390000	255,255,0	110	43.4658	41.0327	46.4895	50.2317	2.90685675611e-10	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	6	24976666	25378333	13437.0962472
18	8990000	9000000	18	9150000	9160000	255,255,0	110	49.1717	45.4459	44.1814	55.3007	1.69132935875e-05	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	1	8995000	9155000	0
17	42850000	42860000	17	43200000	43210000	255,255,0	110	55.1432	47.0897	54.7717	54.6431	1.69132935875e-05	2.57995520364e-10	2.40119178765e-05	2.42092510819e-05	1	42855000	43205000	0
17	66770000	66780000	17	66900000	66910000	255,255,0	110	54.0264	53.8958	54.7673	58.405	1.69132935875e-05	1.62840641891e-05	2.40119178765e-05	2.42092510819e-05	1	66775000	66905000	0
15	44190000	44200000	15	44510000	44520000	255,255,0	110	45.0651	46.4528	55.9233	47.8356	2.90685675611e-10	2.57995520364e-10	2.40119178765e-05	4.68509172122e-10	2	44195000	44510000	5000.0
14	34310000	34320000	14	34690000	34700000	255,255,0	110	38.503	40.2834	48.2599	44.2328	3.11079219796e-16	2.57995520364e-10	4.57256895879e-10	4.68509172122e-10	4	34312500	34700000	13462.9120178
13	22210000	22220000	13	22850000	22860000	255,255,0	110	33.3621	32.7655	37.5453	42.2475	3.11079219796e-16	3.01410283075e-16	5.99230987766e-16	4.68509172122e-10	3	22215000	22851666	12018.5042515
13	36550000	36560000	13	36840000	36850000	255,255,0	110	34.684	30.1355	36.2514	33.4371	3.11079219796e-16	3.74986869396e-23	5.99230987766e-16	5.57179120922e-16	6	36553333	36846666	11785.1130198
13	95080000	95090000	13	95260000	95270000	255,255,0	110	29.6966	29.4108	41.043	32.3128	3.22741810086e-23	3.74986869396e-23	4.57256895879e-10	5.57179120922e-16	5	95089000	95267000	12649.1106407
13	113590000	113600000	13	114040000	114050000	255,255,0	110	36.8423	34.1751	42.3632	38.151	3.11079219796e-16	3.01410283075e-16	4.57256895879e-10	5.57179120922e-16	3	113598333	114048333	7453.559925
11	14540000	14550000	11	14910000	14920000	255,255,0	110	50.0243	41.653	45.3127	54.9643	1.69132935875e-05	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	7	14555000	14922142	12857.1428571
11	22180000	22190000	11	22320000	22330000	255,255,0	110	42.8587	35.6964	38.401	41.9267	2.90685675611e-10	3.01410283075e-16	5.99230987766e-16	4.68509172122e-10	3	22191666	22321666	7453.559925
10	28950000	28960000	10	29590000	29600000	255,255,0	110	30.2772	32.8709	41.1974	44.3176	3.22741810086e-23	3.01410283075e-16	4.57256895879e-10	4.68509172122e-10	1	28955000	29595000	0
10	90320000	90330000	10	90570000	90580000	255,255,0	110	52.8522	41.4032	46.8325	47.7117	1.69132935875e-05	2.57995520364e-10	4.57256895879e-10	4.68509172122e-10	5	90331000	90569000	15231.5462117
10	135140000	135150000	10	135310000	135320000	255,255,0	110	33.2335	36.9687	48.2437	40.0045	3.11079219796e-16	3.01410283075e-16	4.57256895879e-10	4.68509172122e-10	1	135145000	135315000	0
8	86050000	86060000	8	86190000	86200000	255,255,0	110	56.2755	51.6716	56.4376	62.3059	1.69132935875e-05	1.62840641891e-05	2.40119178765e-05	0.0482711212579	4	86060000	86200000	7071.06781187
8	117800000	117810000	8	118050000	118060000	255,255,0	110	42.4982	38.143	47.4224	45.6241	2.90685675611e-10	3.01410283075e-16	4.57256895879e-10	4.68509172122e-10	6	117800000	118055000	11180.3398875
6	52160000	52170000	6	52360000	52370000	255,255,0	110	42.2571	55.627	65.1354	56.1978	2.90685675611e-10	1.62840641891e-05	0.0475780674463	2.42092510819e-05	2	52160000	52365000	5000.0
6	143010000	143020000	6	143360000	143370000	255,255,0	110	53.508	53.2457	67.8696	56.4782	1.69132935875e-05	1.62840641891e-05	0.0475780674463	2.42092510819e-05	3	143015000	143355000	10000.0
5	31580000	31590000	5	32090000	32100000	255,255,0	110	42.2375	40.1903	45.8203	48.384	2.90685675611e-10	2.57995520364e-10	4.57256895879e-10	4.68509172122e-10	5	31581000	32087000	12649.1106407
5	81640000	81650000	5	82850000	82860000	255,255,0	110	29.4605	29.1694	31.5278	33.0492	3.22741810086e-23	3.74986869396e-23	5.99230987766e-16	5.57179120922e-16	6	81653333	82861666	13437.0962472
5	174960000	174970000	5	175120000	175130000	255,255,0	110	50.5289	46.2895	52.8341	53.8841	1.69132935875e-05	2.57995520364e-10	2.40119178765e-05	2.42092510819e-05	2	174960000	175130000	7071.06781187
4	10160000	10170000	4	10400000	10410000	255,255,0	110	45.6057	46.4572	51.8643	46.6598	2.90685675611e-10	2.57995520364e-10	2.40119178765e-05	4.68509172122e-10	4	10162500	10407500	12747.548784
4	17810000	17820000	4	18590000	18600000	255,255,0	110	23.3038	23.5747	23.969	40.5056	2.79335871854e-31	5.9186212987e-31	6.40309761714e-31	4.68509172122e-10	2	17810000	18595000	5000.0
4	122820000	122830000	4	122920000	122930000	255,255,0	110	45.5122	44.0432	47.5115	50.3622	2.90685675611e-10	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	2	122820000	122925000	5000.0
3	33920000	33930000	3	34720000	34730000	255,255,0	110	29.8783	24.5352	29.6331	35.5972	3.22741810086e-23	5.9186212987e-31	5.38475906189e-23	5.57179120922e-16	2	33925000	34720000	5000.0
3	45980000	45990000	3	46410000	46420000	255,255,0	110	40.984	42.5743	46.4279	56.5782	2.90685675611e-10	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	4	45987500	46422500	12747.548784
3	135790000	135800000	3	136470000	136480000	255,255,0	110	30.2622	30.5664	42.1673	30.823	3.22741810086e-23	3.74986869396e-23	4.57256895879e-10	5.38014115341e-23	3	135795000	136475000	10000.0
3	158630000	158640000	3	158970000	158980000	255,255,0	110	34.8762	36.7519	39.3998	47.9608	3.11079219796e-16	3.01410283075e-16	4.57256895879e-10	4.68509172122e-10	1	158635000	158975000	0
2	70130000	70140000	2	70520000	70530000	255,255,0	110	56.7678	46.6496	63.2815	47.5776	1.69132935875e-05	2.57995520364e-10	0.0475780674463	4.68509172122e-10	3	70138333	70521666	7453.559925
2	78900000	78910000	2	79200000	79210000	255,255,0	110	28.7762	31.2238	39.4701	36.6531	3.22741810086e-23	3.01410283075e-16	4.57256895879e-10	5.57179120922e-16	5	78899000	79213000	12649.1106407
2	98310000	98320000	2	99000000	99010000	255,255,0	110	61.1432	41.8708	38.3147	63.0635	1.69132935875e-05	2.57995520364e-10	5.99230987766e-16	0.0482711212579	2	98320000	99000000	7071.06781187
1	51330000	51340000	1	51650000	51660000	255,255,0	110	40.8206	40.1804	40.8265	50.4615	2.90685675611e-10	2.57995520364e-10	4.57256895879e-10	2.42092510819e-05	3	51341666	51651666	7453.559925
1	63780000	63790000	1	63900000	63910000	255,255,0	110	56.1832	53.663	55.0668	60.9223	1.69132935875e-05	1.62840641891e-05	2.40119178765e-05	2.42092510819e-05	1	63785000	63905000	0
X	37780000	37790000	X	38030000	38040000	255,255,0	110	43.7118	37.8327	42.4831	43.0481	2.90685675611e-10	3.01410283075e-16	4.57256895879e-10	4.68509172122e-10	5	37787000	38029000	16124.5154966
X	70610000	70620000	X	70770000	70780000	255,255,0	110	53.9302	59.513	61.5301	68.8546	1.69132935875e-05	1.62840641891e-05	0.0475780674463	0.0482711212579	4	70607500	70782500	12747.548784
21	40090000	40100000	21	40510000	40520000	255,255,0	109	49.2381	46.9711	50.4181	55.7531	2.78504796621e-05	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	4	40102500	40507500	12747.548784
21	45550000	45560000	21	45890000	45900000	255,255,0	109	36.2202	41.4523	50.0447	51.8072	8.11500573884e-16	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	3	45558333	45901666	7453.559925
17	58490000	58500000	17	58710000	58720000	255,255,0	109	55.9134	49.0776	51.7264	57.6236	2.78504796621e-05	2.70053768156e-05	3.9595042683e-05	3.97699747847e-05	4	58512500	58717500	17677.6695297
15	35580000	35590000	15	35730000	35740000	255,255,0	109	43.1937	42.7995	46.7441	47.9621	6.03845734965e-10	5.38422068105e-10	9.48921029886e-10	9.66402752591e-10	2	35580000	35740000	7071.06781187
14	91360000	91370000	14	91730000	91740000	255,255,0	109	50.0244	50.8542	65.9046	53.6362	2.78504796621e-05	2.70053768156e-05	0.0623392275867	3.97699747847e-05	6	91371666	91751666	17950.5493571
13	48700000	48710000	13	49150000	49160000	255,255,0	109	29.4166	40.6563	46.8948	49.892	1.05417272137e-22	5.38422068105e-10	9.48921029886e-10	3.97699747847e-05	2	48705000	49160000	5000.0
12	115100000	115110000	12	116350000	116360000	255,255,0	109	26.0038	25.6694	28.403	36.5367	1.05417272137e-22	1.23082809562e-22	1.76487172981e-22	1.4626426679e-15	3	115095000	116355000	10000.0
11	7370000	7380000	11	7710000	7720000	255,255,0	109	40.5407	41.8448	43.2327	47.3151	6.03845734965e-10	5.38422068105e-10	9.48921029886e-10	9.66402752591e-10	2	7375000	7710000	5000.0
11	43910000	43920000	11	44050000	44060000	255,255,0	109	46.4282	44.3011	49.6509	50.6059	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	3	43911666	44058333	7453.559925
11	44110000	44120000	11	44560000	44570000	255,255,0	109	57.3909	43.7481	49.9035	58.9967	2.78504796621e-05	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	6	44131666	44560000	23863.0351055
10	100220000	100230000	10	101000000	101010000	255,255,0	109	26.2335	25.8098	32.4652	27.1104	1.05417272137e-22	1.23082809562e-22	1.5607190363e-15	1.78116989472e-22	2	100225000	101010000	5000.0
10	109170000	109180000	10	109570000	109580000	255,255,0	109	36.3613	40.332	47.7504	43.949	8.11500573884e-16	5.38422068105e-10	9.48921029886e-10	9.66402752591e-10	3	109165000	109575000	10000.0
9	14460000	14470000	9	14760000	14770000	255,255,0	109	35.677	37.7393	43.9626	46.4843	8.11500573884e-16	7.94322459165e-16	9.48921029886e-10	9.66402752591e-10	2	14455000	14770000	11180.3398875
9	72950000	72960000	9	73210000	73220000	255,255,0	109	36.6869	31.7236	32.682	41.4261	8.11500573884e-16	7.94322459165e-16	1.5607190363e-15	9.66402752591e-10	4	72955000	73217500	10307.764064
8	22930000	22940000	8	23260000	23270000	255,255,0	109	58.6954	50.4745	53.9228	61.1821	2.78504796621e-05	2.70053768156e-05	3.9595042683e-05	3.97699747847e-05	1	22935000	23265000	0
7	64680000	64690000	7	64770000	64780000	255,255,0	109	53.9117	48.4001	49.576	52.8675	2.78504796621e-05	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	1	64685000	64775000	0
7	115810000	115820000	7	116230000	116240000	255,255,0	109	51.6775	47.4569	53.8697	60.0525	2.78504796621e-05	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	5	115807000	116229000	12649.1106407
6	53360000	53370000	6	53510000	53520000	255,255,0	109	45.7501	45.0833	57.2648	57.1758	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	4	53360000	53510000	7071.06781187
6	90810000	90820000	6	91180000	91190000	255,255,0	109	46.366	49.0429	47.8124	59.1061	6.03845734965e-10	2.70053768156e-05	9.48921029886e-10	3.97699747847e-05	2	90805000	91185000	10000.0
5	52770000	52780000	5	53520000	53530000	255,255,0	109	33.0338	33.5546	34.0668	45.9571	8.11500573884e-16	7.94322459165e-16	1.5607190363e-15	9.66402752591e-10	4	52775000	53520000	15000.0
5	54200000	54210000	5	54450000	54460000	255,255,0	109	57.3672	42.1637	43.1189	54.4354	2.78504796621e-05	5.38422068105e-10	9.48921029886e-10	3.97699747847e-05	3	54205000	54445000	10000.0
5	65600000	65610000	5	66050000	66060000	255,255,0	109	28.2631	29.0702	36.3862	31.0061	1.05417272137e-22	1.23082809562e-22	1.5607190363e-15	1.4626426679e-15	4	65605000	66057500	10307.764064
5	176730000	176740000	5	176880000	176890000	255,255,0	109	52.0543	48.6077	60.4689	57.0592	2.78504796621e-05	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	1	176735000	176885000	0
4	8610000	8620000	4	8910000	8920000	255,255,0	109	42.4173	41.8716	45.0322	50.8233	6.03845734965e-10	5.38422068105e-10	9.48921029886e-10	3.97699747847e-05	4	8610000	8920000	7071.06781187
4	170730000	170740000	4	170970000	170980000	255,255,0	109	38.0588	39.4755	47.346	40.488	8.11500573884e-16	5.38422068105e-10	9.48921029886e-10	9.66402752591e-10	6	170731666	170966666	13437.0962472
3	10380000	10390000	3	10780000	10790000	255,255,0	109	54.866	37.9825	45.7105	42.9128	2.78504796621e-05	7.94322459165e-16	9.48921029886e-10	9.66402752591e-10	3	10388333	10781666	7453.559925
3	167930000	167940000	3	168330000	168340000	255,255,0	109	39.4115	39.9712	50.6919	43.7281	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	9.66402752591e-10	1	167935000	168335000	0
3	193380000	193390000	3	194030000	194040000	255,255,0	109	42.6549	36.7242	40.0245	47.3807	6.03845734965e-10	7.94322459165e-16	9.48921029886e-10	9.66402752591e-10	4	193385000	194032500	10307.764064
2	19550000	19560000	2	20060000	20070000	255,255,0	109	46.3345	39.5442	48.9202	49.8933	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	3.97699747847e-05	5	19553000	20061000	12649.1106407
2	43050000	43060000	2	43450000	43460000	255,255,0	109	56.0763	53.2038	62.3262	60.9138	2.78504796621e-05	2.70053768156e-05	0.0623392275867	3.97699747847e-05	2	43065000	43460000	11180.3398875
2	55940000	55950000	2	56180000	56190000	255,255,0	109	34.5405	34.5709	46.8071	35.4142	8.11500573884e-16	7.94322459165e-16	9.48921029886e-10	1.4626426679e-15	2	55950000	56185000	5000.0
2	204090000	204100000	2	204310000	204320000	255,255,0	109	56.3072	49.4296	48.3414	60.6634	2.78504796621e-05	2.70053768156e-05	9.48921029886e-10	3.97699747847e-05	1	204095000	204315000	0
2	236510000	236520000	2	236650000	236660000	255,255,0	109	51.562	49.1463	54.5792	56.3891	2.78504796621e-05	2.70053768156e-05	3.9595042683e-05	3.97699747847e-05	3	236511666	236651666	7453.55992499
1	115680000	115690000	1	116010000	116020000	255,255,0	109	46.9199	45.3335	58.4789	45.3626	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	9.66402752591e-10	1	115685000	116015000	0
X	117980000	117990000	X	118140000	118150000	255,255,0	109	46.5046	43.6444	53.551	44.4927	6.03845734965e-10	5.38422068105e-10	3.9595042683e-05	9.66402752591e-10	2	117985000	118140000	5000.0
20	30140000	30150000	20	30310000	30320000	255,255,0	108	47.9366	43.0403	47.8731	56.1812	1.22594725896e-09	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	1	30145000	30315000	0
20	55660000	55670000	20	56160000	56170000	255,255,0	108	48.595	42.7883	54.4915	45.8834	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	1.97923167624e-09	1	55665000	56165000	0
19	39920000	39930000	19	40320000	40330000	255,255,0	108	52.8995	43.6098	42.4529	58.0955	4.53353530304e-05	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	1	39925000	40325000	0
18	12090000	12100000	18	12230000	12240000	255,255,0	108	41.3726	50.8231	56.309	65.5971	1.22594725896e-09	4.43146303823e-05	6.4221798166e-05	0.0820966566984	2	12100000	12235000	5000.0
18	60780000	60790000	18	61100000	61110000	255,255,0	108	42.666	39.1386	45.3731	49.5009	1.22594725896e-09	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	2	60790000	61110000	7071.06781187
15	49520000	49530000	15	49710000	49720000	255,255,0	108	35.7291	34.446	38.4117	38.309	2.08906031731e-15	2.04607606275e-15	4.07408673005e-15	3.76576675692e-15	3	49525000	49715000	10000.0
15	81070000	81080000	15	81260000	81270000	255,255,0	108	58.1362	43.7991	42.1392	51.9748	4.53353530304e-05	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	1	81075000	81265000	0
15	93570000	93580000	15	94660000	94670000	255,255,0	108	32.8762	21.1261	24.0513	29.7299	2.08906031731e-15	1.01258085439e-29	1.10454182987e-29	5.63440841005e-22	5	93579000	94657000	12649.1106407
13	31800000	31810000	13	31990000	32000000	255,255,0	108	56.2047	48.3691	52.9595	56.3268	4.53353530304e-05	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	4	31810000	31995000	11180.3398875
13	52390000	52400000	13	52700000	52710000	255,255,0	108	57.12	48.2071	52.6592	59.3584	4.53353530304e-05	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	3	52395000	52705000	10000.0
12	3180000	3190000	12	3380000	3390000	255,255,0	108	56.4789	47.614	44.3684	61.1145	4.53353530304e-05	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	1	3185000	3385000	0
12	91370000	91380000	12	91500000	91510000	255,255,0	108	31.043	30.9974	35.9733	37.1293	2.08906031731e-15	2.04607606275e-15	4.07408673005e-15	3.76576675692e-15	4	91375000	91502500	10307.764064
12	92200000	92210000	12	92530000	92540000	255,255,0	108	48.5914	46.5737	52.5944	53.7587	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	2	92200000	92535000	5000.0
10	21150000	21160000	10	21300000	21310000	255,255,0	108	47.3748	46.287	50.9845	54.1851	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	2	21150000	21305000	5000.0
10	35410000	35420000	10	35620000	35630000	255,255,0	108	33.5096	47.5656	56.691	52.5472	2.08906031731e-15	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	1	35415000	35625000	0
10	84570000	84580000	10	84720000	84730000	255,255,0	108	53.0812	52.8086	62.691	58.8251	4.53353530304e-05	4.43146303823e-05	0.0806787777842	6.44819943407e-05	3	84565000	84728333	10540.9255339
10	102320000	102330000	10	102630000	102640000	255,255,0	108	59.6309	52.5403	60.928	59.6072	4.53353530304e-05	4.43146303823e-05	6.4221798166e-05	6.44819943407e-05	1	102325000	102635000	0
9	19920000	19930000	9	20350000	20360000	255,255,0	108	56.6695	43.6406	62.0187	41.9911	4.53353530304e-05	1.10072480855e-09	0.0806787777842	1.97923167624e-09	2	19925000	20350000	5000.0
9	36870000	36880000	9	37360000	37370000	255,255,0	108	53.6119	49.9171	69.2998	50.7	4.53353530304e-05	4.43146303823e-05	0.0806787777842	6.44819943407e-05	2	36875000	37360000	5000.0
8	37230000	37240000	8	37550000	37560000	255,255,0	108	51.1102	55.9528	59.7307	67.1809	4.53353530304e-05	4.43146303823e-05	6.4221798166e-05	0.0820966566984	6	37243333	37560000	25055.493964
7	70320000	70330000	7	71190000	71200000	255,255,0	108	18.9454	19.69	20.857	30.0839	2.27926938892e-38	1.01258085439e-29	1.10454182987e-29	5.63440841005e-22	8	70311250	71202500	17897.2763291
7	104280000	104290000	7	104550000	104560000	255,255,0	108	29.7521	25.1548	30.9373	27.6277	3.40280457572e-22	4.0943950027e-22	4.07408673005e-15	5.63440841005e-22	4	104282500	104555000	10307.764064
7	134960000	134970000	7	135330000	135340000	255,255,0	108	42.3766	39.516	54.4677	41.3521	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	1.97923167624e-09	3	134961666	135331666	7453.55992499
6	20870000	20880000	6	21580000	21590000	255,255,0	108	32.1064	33.6869	34.3333	52.2954	2.08906031731e-15	2.04607606275e-15	4.07408673005e-15	6.44819943407e-05	2	20875000	21590000	5000.0
6	74440000	74450000	6	75920000	75930000	255,255,0	108	30.5105	26.059	28.2218	36.6097	3.40280457572e-22	4.0943950027e-22	5.74665874456e-22	3.76576675692e-15	6	74450000	75925000	11180.3398875
6	82980000	82990000	6	83290000	83300000	255,255,0	108	38.585	37.1689	45.8102	44.9008	2.08906031731e-15	2.04607606275e-15	1.91407778816e-09	1.97923167624e-09	4	82980000	83300000	7071.06781187
4	141530000	141540000	4	141770000	141780000	255,255,0	108	54.4034	46.6157	47.408	58.7248	4.53353530304e-05	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	2	141540000	141775000	5000.0
3	58620000	58630000	3	59030000	59040000	255,255,0	108	39.1799	38.4608	46.1525	42.7406	1.22594725896e-09	2.04607606275e-15	1.91407778816e-09	1.97923167624e-09	2	58625000	59040000	5000.0
3	143250000	143260000	3	143380000	143390000	255,255,0	108	48.4996	51.2813	49.8174	56.6369	1.22594725896e-09	4.43146303823e-05	6.4221798166e-05	6.44819943407e-05	1	143255000	143385000	0
3	155870000	155880000	3	156220000	156230000	255,255,0	108	32.8755	34.3166	51.0131	38.8564	2.08906031731e-15	2.04607606275e-15	6.4221798166e-05	1.97923167624e-09	3	155871666	156228333	7453.55992499
2	38540000	38550000	2	38960000	38970000	255,255,0	108	41.5047	38.8101	46.972	49.4902	1.22594725896e-09	2.04607606275e-15	1.91407778816e-09	6.44819943407e-05	4	38542500	38967500	12747.548784
2	84250000	84260000	2	84530000	84540000	255,255,0	108	32.1329	33.5533	38.9273	37.6287	2.08906031731e-15	2.04607606275e-15	1.91407778816e-09	3.76576675692e-15	6	84250000	84535000	11180.3398875
2	119630000	119640000	2	120060000	120070000	255,255,0	108	42.0045	29.0554	43.2229	29.5761	1.22594725896e-09	4.0943950027e-22	1.91407778816e-09	5.63440841005e-22	3	119638333	120061666	7453.559925
2	192740000	192750000	2	193020000	193030000	255,255,0	108	42.5894	47.1687	48.5964	63.7421	1.22594725896e-09	1.10072480855e-09	1.91407778816e-09	0.0820966566984	2	192740000	193025000	5000.0
2	228340000	228350000	2	228630000	228640000	255,255,0	108	27.7863	43.6988	43.9192	53.7152	3.40280457572e-22	1.10072480855e-09	1.91407778816e-09	6.44819943407e-05	3	228345000	228635000	10000.0
1	84610000	84620000	1	84900000	84910000	255,255,0	108	48.7254	42.8611	52.132	44.4938	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	1.97923167624e-09	7	84607857	84899285	17670.4526812
1	171960000	171970000	1	172380000	172390000	255,255,0	108	42.7761	43.0032	54.136	54.9336	1.22594725896e-09	1.10072480855e-09	6.4221798166e-05	6.44819943407e-05	7	171973571	172395000	20050.9554966
X	68040000	68050000	X	68430000	68440000	255,255,0	108	50.8824	53.0747	67.5978	51.3568	4.53353530304e-05	4.43146303823e-05	0.0806787777842	6.44819943407e-05	2	68045000	68440000	5000.0
X	100850000	100860000	X	101050000	101060000	255,255,0	108	30.996	28.6156	37.6633	32.1931	2.08906031731e-15	4.0943950027e-22	4.07408673005e-15	3.76576675692e-15	4	100860000	101055000	15000.0
22	17550000	17560000	22	17980000	17990000	255,255,0	107	51.6196	46.5631	46.7503	60.4174	7.29492396449e-05	2.23399225966e-09	3.87661020695e-09	0.000103903371628	1	17555000	17985000	0
20	52030000	52040000	20	52550000	52560000	255,255,0	107	21.8384	39.8431	52.8023	36.3034	2.10310951762e-29	2.23399225966e-09	0.000102371860696	9.56083098856e-15	3	52028333	52558333	7453.559925
18	2330000	2340000	18	2530000	2540000	255,255,0	107	42.9983	41.8324	45.9186	49.7741	2.46767348907e-09	2.23399225966e-09	3.87661020695e-09	0.000103903371628	5	2339000	2543000	12649.1106407
17	75540000	75550000	17	76000000	76010000	255,255,0	107	46.0516	46.2907	52.1178	55.837	2.46767348907e-09	2.23399225966e-09	0.000102371860696	0.000103903371628	4	75537500	76005000	10307.764064
16	8890000	8900000	16	9220000	9230000	255,255,0	107	60.3517	47.2067	51.1894	55.5081	7.29492396449e-05	2.23399225966e-09	0.000102371860696	0.000103903371628	1	8895000	9225000	0
15	69760000	69770000	15	70770000	70780000	255,255,0	107	53.0156	43.5667	60.5245	41.0866	7.29492396449e-05	2.23399225966e-09	0.000102371860696	3.94913298364e-09	3	69768333	70768333	7453.559925
15	98860000	98870000	15	98960000	98970000	255,255,0	107	50.8869	50.0522	53.323	56.6778	7.29492396449e-05	7.20307066867e-05	0.000102371860696	0.000103903371628	7	98856428	98965000	15185.9225896
13	44760000	44770000	13	45000000	45010000	255,255,0	107	51.0928	48.5461	51.2018	59.913	7.29492396449e-05	2.23399225966e-09	0.000102371860696	0.000103903371628	2	44765000	45010000	5000.0
12	58730000	58740000	12	58830000	58840000	255,255,0	107	52.2397	48.5807	50.5035	58.5029	7.29492396449e-05	2.23399225966e-09	0.000102371860696	0.000103903371628	4	58747500	58832500	12747.548784
12	68430000	68440000	12	68700000	68710000	255,255,0	107	39.8134	40.4499	51.7557	50.8016	2.46767348907e-09	2.23399225966e-09	0.000102371860696	0.000103903371628	3	68435000	68715000	10000.0
12	107520000	107530000	12	107790000	107800000	255,255,0	107	41.9081	41.6028	48.444	45.7876	2.46767348907e-09	2.23399225966e-09	3.87661020695e-09	3.94913298364e-09	3	107528333	107801666	7453.559925
10	64350000	64360000	10	64910000	64920000	255,255,0	107	37.6119	38.4108	44.0197	47.1811	5.3664928977e-15	5.28062017514e-15	3.87661020695e-09	3.94913298364e-09	1	64355000	64915000	0
10	122700000	122710000	10	123490000	123500000	255,255,0	107	29.6107	25.8396	33.3317	27.7945	1.09182410974e-21	1.29932804416e-21	1.03799350574e-14	1.840066708e-21	4	122700000	123495000	15000.0
9	103470000	103480000	9	104070000	104080000	255,255,0	107	23.7427	24.3425	30.1151	28.1173	2.10310951762e-29	4.19946206376e-29	1.84164608286e-21	1.840066708e-21	6	103475000	104070000	11180.3398875
9	114520000	114530000	9	115120000	115130000	255,255,0	107	36.379	41.868	47.9035	54.073	5.3664928977e-15	2.23399225966e-09	3.87661020695e-09	0.000103903371628	5	114521000	115125000	11661.9037897
8	104080000	104090000	8	104380000	104390000	255,255,0	107	42.7121	43.8181	53.141	50.3199	2.46767348907e-09	2.23399225966e-09	0.000102371860696	0.000103903371628	1	104085000	104385000	0
7	27240000	27250000	7	27620000	27630000	255,255,0	107	46.7248	40.5681	50.4759	45.5763	2.46767348907e-09	2.23399225966e-09	0.000102371860696	3.94913298364e-09	4	27245000	27617500	10307.764064
6	83770000	83780000	6	84220000	84230000	255,255,0	107	33.4369	32.593	34.4154	45.9997	5.3664928977e-15	5.28062017514e-15	1.03799350574e-14	3.94913298364e-09	1	83775000	84225000	0
5	145670000	145680000	5	145800000	145810000	255,255,0	107	38.7211	40.2858	45.153	43.3274	5.3664928977e-15	2.23399225966e-09	3.87661020695e-09	3.94913298364e-09	3	145671666	145808333	7453.55992499
4	12730000	12740000	4	13540000	13550000	255,255,0	107	25.7016	28.4796	39.057	36.1373	1.09182410974e-21	1.29932804416e-21	3.87661020695e-09	9.56083098856e-15	7	12730714	13552142	17261.494248
4	110340000	110350000	4	110900000	110910000	255,255,0	107	25.5857	27.4614	38.2581	32.9709	1.09182410974e-21	1.29932804416e-21	1.03799350574e-14	9.56083098856e-15	9	110346111	110901666	16703.6626426
4	183860000	183870000	4	183990000	184000000	255,255,0	107	43.6938	40.7101	52.9231	42.5264	2.46767348907e-09	2.23399225966e-09	0.000102371860696	3.94913298364e-09	1	183865000	183995000	0
3	56370000	56380000	3	56480000	56490000	255,255,0	107	47.7483	47.2622	53.2306	47.3064	2.46767348907e-09	2.23399225966e-09	0.000102371860696	3.94913298364e-09	2	56375000	56480000	5000.0
3	71130000	71140000	3	71270000	71280000	255,255,0	107	51.7144	54.1694	53.0075	58.82	7.29492396449e-05	7.20307066867e-05	0.000102371860696	0.000103903371628	1	71135000	71275000	0
3	120130000	120140000	3	120270000	120280000	255,255,0	107	55.792	47.561	48.8537	52.9576	7.29492396449e-05	2.23399225966e-09	0.000102371860696	0.000103903371628	2	120140000	120275000	5000.0
3	131260000	131270000	3	131740000	131750000	255,255,0	107	30.3083	29.9722	34.654	37.5895	1.09182410974e-21	1.29932804416e-21	1.03799350574e-14	9.56083098856e-15	4	131265000	131742500	10307.764064
